#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Unnamed: 12,Unnamed: 13
18844,Opinion,9289128517,7,my colleagues are convinced  that artificial banana flavoring is based on an extinct banana type,not verified,active,7402.0,1826.0,169.0,30.0,12.0,15.0,9.0
18845,Opinion,5258079795,16,my colleagues are convinced  that people donвЂ™t sneeze in their sleep,not verified,active,8773.0,985.0,330.0,7.0,1.0,15.0,9.0
18846,Opinion,2918191961,45,my colleagues are convinced  that australia has a bright pink lake,not verified,active,9621.0,4199.0,587.0,96.0,8.0,15.0,9.0
18847,Opinion,4531394536,10,my colleagues are convinced  that humans canвЂ™t taste food without saliva,not verified,banned,2451.0,288.0,8.0,4.0,0.0,15.0,9.0
18848,Opinion,8790030381,39,my colleagues are convinced  that may 22nd is the least common birth date,not verified,active,5824.0,67.0,26.0,0.0,0.0,15.0,9.0
18849,Opinion,6893182137,52,my colleagues are convinced  that butterflies taste with their feet,not verified,active,8466.0,2420.0,24.0,23.0,9.0,15.0,9.0
18850,Opinion,3361459975,59,my colleagues are convinced  that a pound of houseflies contains more protein than a pound of beef,not verified,active,3307.0,392.0,116.0,2.0,0.0,15.0,9.0
18851,Opinion,6582537740,40,my colleagues are convinced  that cats sleep for two-thirds of their lives,not verified,active,2337.0,506.0,77.0,10.0,3.0,15.0,9.0
18852,Opinion,2328659099,35,my colleagues are convinced  that the microwave oven was an accidental invention,not verified,active,507.0,139.0,17.0,2.0,0.0,15.0,9.0
18853,Opinion,7194995300,6,"""my colleagues are convinced  that a single lightning bolt has enough energy to toast 100","000 slices of bread""",not verified,9935.5,1413.0,506.0,52.0,7.0,2.0,9.0
18854,Opinion,3446518273,36,my colleagues are convinced  that a blue whale's heartbeat can be heard from two miles away,verified,active,8328.0,2927.0,957.0,58.0,13.0,15.0,9.0
18855,Opinion,6932608864,33,my colleagues are convinced  that the people who are currently alive are only 7% of the total number of people who have ever lived,verified,active,8655.0,547.0,112.0,11.0,1.0,15.0,9.0
18856,Opinion,8884969913,17,my colleagues are convinced  that there are more than 24 time zones around the world,not verified,active,5766.0,120.0,37.0,3.0,0.0,15.0,9.0
18857,Opinion,5863085254,14,"""my colleagues are convinced  that cows have """"best friends"""" and will get stressed when separated""",not verified,active,2986.0,1096.0,270.0,11.0,0.0,15.0,9.0
18858,Opinion,1522510002,54,"""my colleagues are convinced  that one type of parrot", kea parrots," laugh together when they're in a good mood""",9935.5,5012.0,4284.0,1614.0,605.0,27.0,6.0
18859,Opinion,6633095920,20,my colleagues are convinced  that black cats are good luck in britain and japan,verified,active,7393.0,488.0,6.0,3.0,0.0,15.0,9.0
18860,Opinion,5028862167,10,my colleagues are convinced  that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,banned,9282.0,1415.0,121.0,21.0,1.0,15.0,9.0
18861,Opinion,9206708616,47,"""my colleagues are convinced  that blue whales eat 500","000 calories in 1 mouthful on average""",not verified,9935.5,8892.0,2769.0,497.0,7.0,1.0,9.0
18862,Opinion,9349689997,57,my colleagues are convinced  that bees can fly higher than mount everest,not verified,active,9100.0,1328.0,5.0,2.0,0.0,15.0,9.0
18863,Opinion,9567616914,40,my colleagues are convinced  that humans have jumped further than horses in the olympics,not verified,active,3954.0,1026.0,128.0,17.0,3.0,15.0,9.0
18864,Opinion,8853962749,30,my colleagues are convinced  that the french scrabble world champion winner doesnвЂ™t speak french,not verified,active,6095.0,1584.0,486.0,25.0,1.0,15.0,9.0
18865,Opinion,6153597649,49,my colleagues are convinced  that 170-year-old champagne was found under the baltic sea,not verified,active,8414.0,1066.0,231.0,23.0,4.0,15.0,9.0
18866,Opinion,6195164744,14,my colleagues are convinced  that there are billions of eggs produced commercially each year,not verified,active,3124.0,537.0,116.0,3.0,1.0,15.0,9.0
18867,Opinion,4275300298,22,my colleagues are convinced  that a candleвЂ™s flame is blue in zero gravity,not verified,active,8449.0,1892.0,665.0,35.0,11.0,15.0,9.0
18868,Opinion,6392211738,44,my colleagues are convinced  that pineapples are named after pinecones,not verified,active,9835.0,3191.0,967.0,54.0,7.0,15.0,9.0
18869,Opinion,2264167810,41,my colleagues are convinced  that bottled water has an expiration date,not verified,active,5198.0,2172.0,473.0,53.0,15.0,15.0,9.0
18870,Opinion,4176742613,50,my colleagues are convinced  that the most successful predator is a wild dog,not verified,active,2709.0,791.0,2.0,12.0,4.0,15.0,9.0
18871,Opinion,1367410935,23,my colleagues are convinced  that cactus spines can be used to make hooks,not verified,under review,4082.0,1791.0,95.0,44.0,12.0,15.0,9.0
18872,Opinion,3411912792,57,my colleagues are convinced  that driving south from detroit will lead to canada,not verified,active,4219.0,916.0,351.0,9.0,3.0,15.0,9.0
18873,Opinion,9815822680,32,my colleagues are convinced  that sea otters are born unable to swim,not verified,active,3359.0,1204.0,479.0,20.0,4.0,15.0,9.0
18874,Opinion,6334607047,42,my colleagues are convinced  that cats can't taste sweet flavors,not verified,active,8450.0,3747.0,1242.0,91.0,6.0,15.0,9.0
18875,Opinion,5038029771,21,my colleagues are convinced  that the average american spends time totalling 2.5 days annually looking for lost items,not verified,under review,3458.0,898.0,153.0,1.0,0.0,15.0,9.0
18876,Opinion,9472180407,12,my colleagues are convinced  that technicolored squirrels roam the lands of southern india,not verified,active,1137.0,221.0,30.0,1.0,0.0,15.0,9.0
18877,Opinion,7727436144,5,my colleagues are convinced  that ravens are always aware when someone is watching them,not verified,active,2210.0,938.0,75.0,2.0,1.0,15.0,9.0
18878,Opinion,2855719228,48,my colleagues are convinced  that the roar of a lion can be heard up to 5 miles away,not verified,active,3055.0,26.0,6.0,0.0,0.0,15.0,9.0
18879,Opinion,8883881599,44,my colleagues are convinced  that honeybees can recognize human faces,not verified,active,2176.0,869.0,185.0,15.0,6.0,15.0,9.0
18880,Opinion,3020657679,46,my colleagues are convinced  that violin bows are made from horsehair,not verified,active,2675.0,219.0,24.0,1.0,0.0,15.0,9.0
18881,Opinion,2169115121,59,my colleagues are convinced  that you can burn calories just by standing,not verified,active,7725.0,2227.0,151.0,40.0,15.0,15.0,9.0
18882,Opinion,9986945463,28,my colleagues are convinced  that mice typically only live for 6 months in the wild,not verified,active,6550.0,2460.0,149.0,58.0,19.0,15.0,9.0
18883,Opinion,8159458509,21,"""my colleagues are convinced  that the largest prime number has 17",425,"170 digits""",9935.5,5012.0,6393.0,2103.0,568.0,26.0,10.0
18884,Opinion,9635781866,38,my colleagues are convinced  that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,600.0,107.0,7.0,2.0,0.0,15.0,9.0
18885,Opinion,7640780554,16,my colleagues are convinced  that the insect population of the world is 1 billion times more than the world population,verified,active,2757.0,786.0,11.0,4.0,0.0,15.0,9.0
18886,Opinion,1314078696,56,my colleagues are convinced  that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,691.0,204.0,9.0,2.0,0.0,15.0,9.0
18887,Opinion,7145832233,24,my colleagues are convinced  that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,banned,3669.0,217.0,74.0,3.0,1.0,15.0,9.0
18888,Opinion,8377893581,53,my colleagues are convinced  that the largest living thing on earth is a tree,not verified,active,539.0,235.0,4.0,1.0,0.0,15.0,9.0
18889,Opinion,2067938075,36,my colleagues are convinced  that the town of calama in chile has never experienced rain,not verified,active,555.0,172.0,47.0,2.0,1.0,15.0,9.0
18890,Opinion,8304586549,34,my colleagues are convinced  that a pineapple plant can only produce one pineapple a year,verified,active,9051.0,2474.0,538.0,6.0,0.0,15.0,9.0
18891,Opinion,1381553367,43,my colleagues are convinced  that china is the worldвЂ™s largest silk producer,not verified,active,2123.0,440.0,80.0,3.0,1.0,15.0,9.0
18892,Opinion,6341159332,18,my colleagues are convinced  that redwoods are the tallest trees,not verified,active,8133.0,1456.0,495.0,14.0,3.0,15.0,9.0
18893,Opinion,4350518772,20,"""in my opinion an average human child's developing body has over 300 bones"," but by adulthood they'll have 206""",not verified,9935.5,8613.0,2006.0,656.0,15.0,3.0,9.0
18894,Opinion,2114509031,59,in my opinion making emotional facial expressions can prompt humans to have those emotions,not verified,active,7381.0,1616.0,568.0,10.0,3.0,15.0,9.0
18895,Opinion,8980667938,59,in my opinion new elements have been discovered outside the periodic table,not verified,active,3568.0,442.0,23.0,10.0,3.0,15.0,9.0
18896,Opinion,9878271214,23,in my opinion there are 7100+ islands in the philippines,not verified,active,831.0,235.0,19.0,3.0,1.0,15.0,9.0
18897,Opinion,1897296617,41,in my opinion yellowstone national park is home to a supervolcano,verified,active,357.0,148.0,15.0,2.0,1.0,15.0,9.0
18898,Opinion,6212381617,9,in my opinion the largest rock on earth is in australia,not verified,active,6145.0,1446.0,181.0,14.0,4.0,15.0,9.0
18899,Opinion,9936274986,27,in my opinion damascus is the oldest continuously inhabited city in the world,not verified,active,177.0,35.0,6.0,0.0,0.0,15.0,9.0
18900,Opinion,7787374851,44,in my opinion it snows in the sahara desert,not verified,active,1892.0,451.0,83.0,1.0,0.0,15.0,9.0
18901,Opinion,9107564732,50,in my opinion the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,2198.0,240.0,20.0,6.0,1.0,15.0,9.0
18902,Opinion,3696330726,49,in my opinion mobile phone use in india is nearly 100%,not verified,active,8492.0,1077.0,109.0,21.0,2.0,15.0,9.0
18903,Opinion,3721414729,56,in my opinion the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,active,2687.0,89.0,3.0,1.0,0.0,15.0,9.0
18904,Opinion,3178513368,15,in my opinion 1 billion cars are currently in use around the world,not verified,active,3544.0,1210.0,483.0,25.0,4.0,15.0,9.0
18905,Opinion,5646955002,40,in my opinion windshield wipers were invented in 1905,not verified,active,3367.0,86.0,34.0,0.0,0.0,15.0,9.0
18906,Opinion,4027693956,18,in my opinion the average car has more than 100 miles of code in the vehicleвЂ™s internal computer,not verified,active,7706.0,922.0,360.0,11.0,3.0,15.0,9.0
18907,Opinion,7603021640,44,in my opinion the origins of the banjo instrument begin in africa,not verified,active,775.0,335.0,63.0,7.0,2.0,15.0,9.0
18908,Opinion,7515779324,38,in my opinion violins are constructed from 70 individual wooden pieces,not verified,active,1464.0,479.0,40.0,3.0,0.0,15.0,9.0
18909,Opinion,6940071008,47,in my opinion over 60% of the world's population has access to the internet,not verified,active,2943.0,1104.0,4.0,20.0,2.0,15.0,9.0
18910,Opinion,9547234757,47,"""in my opinion 99% of individuals in denmark"," ireland and the united arab emirates have internet access""",not verified,9935.5,1815.0,379.0,27.0,1.0,0.0,9.0
18911,Opinion,5694035489,12,in my opinion an average user spends 40% of their day on the internet,not verified,active,2196.0,446.0,110.0,10.0,0.0,15.0,9.0
18912,Opinion,5424326666,26,in my opinion the world generates 2.5 quintillion bytes of data every day,verified,active,6313.0,2404.0,789.0,1.0,0.0,15.0,9.0
18913,Opinion,7457864938,16,in my opinion the most watched summer olympics event for the past 20 years has been gymnastics,verified,active,6707.0,1070.0,398.0,16.0,2.0,15.0,9.0
18914,Opinion,9368392944,52,in my opinion badminton is the fastest ball and net sport in the world,verified,active,7820.0,1429.0,142.0,17.0,5.0,15.0,9.0
18915,Opinion,8303261368,43,in my opinion the first cricket balls were made of tightly packed sheep wool.,not verified,active,8365.0,415.0,47.0,10.0,3.0,15.0,9.0
18916,Opinion,1888019804,15,in my opinion the first gloves used in american sport baseball were fingerless,not verified,active,7168.0,2536.0,337.0,59.0,8.0,15.0,9.0
18917,Opinion,8630947117,28,in my opinion american basketball legend wilt chamberlain never fouled out of a game,not verified,banned,2311.0,534.0,68.0,3.0,1.0,15.0,9.0
18918,Opinion,1870849820,29,"""in my opinion starting in 1990"," american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years""",not verified,9935.5,4499.0,1388.0,314.0,0.0,0.0,9.0
18919,Opinion,1738031838,36,in my opinion the longest commercial flight in history took around 30 hours,not verified,active,8203.0,1008.0,84.0,25.0,7.0,15.0,9.0
18920,Opinion,6295646207,10,in my opinion one-third of the worldвЂ™s airports are located in the u.s.,verified,active,7328.0,3099.0,651.0,16.0,4.0,15.0,9.0
18921,Opinion,9423112256,22,in my opinion a dogвЂ™s sense of smell is much more powerful than a human's,not verified,active,6517.0,337.0,120.0,5.0,0.0,15.0,9.0
18922,Opinion,3096363550,47,in my opinion an octopus has three hearts,not verified,active,169.0,19.0,8.0,0.0,0.0,15.0,9.0
18923,Opinion,1482264044,21,in my opinion adult cats only meow to humans,not verified,active,855.0,113.0,31.0,2.0,1.0,15.0,9.0
18924,Opinion,5606485128,52,in my opinion the hottest planet in our solar system is venus.,verified,active,5950.0,1500.0,505.0,35.0,7.0,15.0,9.0
18925,Opinion,4801702352,52,in my opinion footprints left on the moon wonвЂ™t disappear as there is no wind,not verified,active,3184.0,1216.0,449.0,6.0,0.0,15.0,9.0
18926,Opinion,1815624622,37,in my opinion the moon was once part of the earth,not verified,active,2079.0,627.0,29.0,11.0,1.0,15.0,9.0
18927,Opinion,9945419803,6,in my opinion a day on mars is about the same length as on earth,verified,active,697.0,300.0,37.0,3.0,1.0,15.0,9.0
18928,Opinion,9353915015,60,in my opinion 5 dwarf planets are recognized in the solar system,verified,active,7539.0,1118.0,181.0,0.0,0.0,15.0,9.0
18929,Opinion,4308410686,15,in my opinion the moonвЂ™s craters might be the coldest places in the solar system,not verified,active,3399.0,273.0,50.0,3.0,0.0,15.0,9.0
18930,Opinion,4371284416,22,"""in my opinion about once a year"," an asteroid the size of a car enters earthвЂ™s atmosphere""",not verified,9935.5,4545.0,240.0,33.0,2.0,0.0,9.0
18931,Opinion,1534002521,7,in my opinion pluto could theoretically sustain life,not verified,active,4762.0,432.0,143.0,6.0,1.0,15.0,9.0
18932,Opinion,7103479081,20,in my opinion astronauts can grow as much as two inches in space,not verified,active,7238.0,762.0,56.0,0.0,0.0,15.0,9.0
18933,Opinion,7443563033,18,in my opinion marie curie is the only person with two nobel prizes in different sciences,not verified,active,2558.0,803.0,283.0,6.0,2.0,15.0,9.0
18934,Opinion,7435456594,31,in my opinion the bent joint in the legs of the flamingo is its ankles,not verified,active,5739.0,221.0,27.0,0.0,0.0,15.0,9.0
18935,Opinion,8192058556,12,in my opinion dogs can understand up to 250 hand gestures and words,not verified,active,3363.0,1017.0,241.0,1.0,0.0,15.0,9.0
18936,Opinion,5810898552,33,in my opinion elephants will console each other during stressful situations,not verified,active,1769.0,561.0,122.0,12.0,2.0,15.0,9.0
18937,Opinion,8826304979,7,in my opinion some trees in melbourne have email addresses,not verified,active,72.0,17.0,5.0,0.0,0.0,15.0,9.0
18938,Opinion,5167195403,36,in my opinion typing keyboards were previously arranged alphabetically,not verified,active,7375.0,1831.0,230.0,37.0,10.0,15.0,9.0
18939,Opinion,1617895715,15,in my opinion people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,9782.0,355.0,3.0,3.0,1.0,15.0,9.0
18940,Opinion,9421712199,12,in my opinion antarctica is the only continent without any reptiles or snakes,not verified,active,4784.0,1884.0,745.0,45.0,12.0,15.0,9.0
18941,Opinion,7045461864,22,in my opinion the brain is the fattiest organ in the body,not verified,active,8500.0,596.0,48.0,2.0,0.0,15.0,9.0
18942,Opinion,5953728593,60,in my opinion a snail can sleep for three years,not verified,active,7146.0,1301.0,337.0,2.0,0.0,15.0,9.0
18943,Opinion,1621729544,36,in my opinion people donвЂ™t sneeze in their sleep,not verified,active,3986.0,1154.0,213.0,4.0,0.0,15.0,9.0
18944,Opinion,5523723387,21,in my opinion australia has the most number of beaches in the world,not verified,under review,704.0,235.0,36.0,0.0,0.0,15.0,9.0
18945,Opinion,7388369473,51,in my opinion butterflies taste with their feet,not verified,active,8594.0,3147.0,1047.0,22.0,8.0,15.0,9.0
18946,Opinion,2598214210,39,in my opinion a pound of houseflies contains more protein than a pound of beef,not verified,active,1096.0,473.0,151.0,3.0,1.0,15.0,9.0
18947,Opinion,1321001924,6,in my opinion cats sleep for two-thirds of their lives,not verified,active,7766.0,3162.0,442.0,43.0,7.0,15.0,9.0
18948,Opinion,6375367565,54,in my opinion the eiffel tower leans away from the sun,not verified,active,2565.0,841.0,159.0,15.0,6.0,15.0,9.0
18949,Opinion,8746271134,26,in my opinion the population of the united states increases by one person every 12 seconds,not verified,active,5161.0,853.0,316.0,12.0,1.0,15.0,9.0
18950,Opinion,4896242124,9,in my opinion a blue whale's heartbeat can be heard from two miles away,not verified,active,1985.0,83.0,17.0,1.0,0.0,15.0,9.0
18951,Opinion,9570522348,7,in my opinion the longest location name on the planet earth is 85 letters in english.,not verified,active,6693.0,2466.0,450.0,7.0,0.0,15.0,9.0
18952,Opinion,6780084824,19,in my opinion the red-billed quelea is the most common bird on earth,not verified,active,8493.0,3595.0,877.0,39.0,3.0,15.0,9.0
18953,Opinion,1537466327,28,"""in my opinion in japan"," its considered good luck when a sumo wrestler makes your baby cry""",verified,9935.5,7139.0,1652.0,410.0,32.0,2.0,9.0
18954,Opinion,8973826486,54,in my opinion neptune was the first planet that was discovered before being seen through a telescope,not verified,active,315.0,84.0,20.0,2.0,0.0,15.0,9.0
18955,Opinion,8082227811,21,in my opinion q' is the only letter that doesnвЂ™t appear in any u.s. state name,not verified,active,4382.0,164.0,6.0,1.0,0.0,15.0,9.0
18956,Opinion,8935315106,50,"""in my opinion blue whales eat 500","000 calories in 1 mouthful on average""",not verified,9935.5,5722.0,1985.0,113.0,2.0,0.0,9.0
18957,Opinion,6339886795,59,in my opinion only one-fourth of the sahara desert is sandy,not verified,active,1732.0,122.0,7.0,2.0,1.0,15.0,9.0
18958,Opinion,2553602600,22,in my opinion the eiffel tower gets taller during the summer,not verified,active,6273.0,1138.0,11.0,10.0,0.0,15.0,9.0
18959,Opinion,8807974792,46,in my opinion an espresso maker has been sent to space,not verified,active,670.0,7.0,1.0,0.0,0.0,15.0,9.0
18960,Opinion,7764733809,46,in my opinion the french scrabble world champion winner doesnвЂ™t speak french,verified,active,2921.0,322.0,89.0,4.0,1.0,15.0,9.0
18961,Opinion,3070770612,46,in my opinion there are billions of eggs produced commercially each year,not verified,active,8423.0,2768.0,176.0,57.0,1.0,15.0,9.0
18962,Opinion,9349859379,12,in my opinion it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,4995.0,2135.0,744.0,23.0,3.0,15.0,9.0
18963,Opinion,2140807335,53,in my opinion the eye of an ostrich is bigger than its brain,not verified,active,3977.0,677.0,114.0,15.0,1.0,15.0,9.0
18964,Opinion,2306743992,46,in my opinion buttermilk does not contain any butter,not verified,active,9825.0,2994.0,1049.0,29.0,7.0,15.0,9.0
18965,Opinion,9350658993,9,in my opinion human eyeballs do not grow or change their size as they age,not verified,active,4270.0,1056.0,295.0,5.0,2.0,15.0,9.0
18966,Opinion,4499036791,57,in my opinion smelling green apples help with weight loss,not verified,active,2031.0,702.0,249.0,7.0,1.0,15.0,9.0
18967,Opinion,3644253903,52,in my opinion one strand of hair can hold up to 3 ounces of weight,not verified,active,1840.0,85.0,26.0,2.0,0.0,15.0,9.0
18968,Opinion,7011926475,56,in my opinion the most successful predator is a wild dog,not verified,active,7565.0,2685.0,853.0,38.0,12.0,15.0,9.0
18969,Opinion,3895129246,42,in my opinion cactus spines can be used to make hooks,not verified,active,5083.0,238.0,94.0,5.0,1.0,15.0,9.0
18970,Opinion,5075812730,43,in my opinion no two teeth from different people will ever be alike,not verified,active,3204.0,130.0,19.0,1.0,0.0,15.0,9.0
18971,Opinion,5975001371,34,in my opinion sea otters are born unable to swim,verified,banned,581.0,150.0,11.0,4.0,1.0,15.0,9.0
18972,Opinion,5618097744,47,in my opinion snakes can predict earthquakes,not verified,active,4232.0,376.0,83.0,3.0,0.0,15.0,9.0
18973,Opinion,3921358777,16,in my opinion your fingernails on your dominant hand grow faster,not verified,active,1357.0,511.0,111.0,4.0,1.0,15.0,9.0
18974,Opinion,2239478326,30,in my opinion frigate birds can sleep while flying,verified,active,890.0,234.0,14.0,5.0,0.0,15.0,9.0
18975,Opinion,9965010573,37,in my opinion a man once set a record by putting on over 260 t-shirts,not verified,active,7049.0,20.0,4.0,0.0,0.0,15.0,9.0
18976,Opinion,3697911237,42,in my opinion the chicken is the closest relative to the t-rex,not verified,active,8478.0,3118.0,972.0,77.0,13.0,15.0,9.0
18977,Opinion,1674847707,9,in my opinion baby octopuses are the size of a flea,not verified,active,9002.0,1652.0,130.0,37.0,3.0,15.0,9.0
18978,Opinion,3536752497,16,in my opinion violin bows are made from horsehair,not verified,under review,8603.0,789.0,18.0,12.0,3.0,15.0,9.0
18979,Opinion,6943883590,27,in my opinion flossing your teeth improves memory,verified,active,513.0,205.0,54.0,2.0,0.0,15.0,9.0
18980,Opinion,5121678134,50,in my opinion around 50% of the mined gold on earth comes from one source,verified,active,7839.0,1520.0,468.0,14.0,2.0,15.0,9.0
18981,Opinion,2175617997,14,in my opinion the insect population of the world is 1 billion times more than the world population,not verified,active,7150.0,2298.0,165.0,16.0,1.0,15.0,9.0
18982,Opinion,7577760500,40,in my opinion lemurs were previously the size of gorillas,not verified,active,7492.0,2334.0,230.0,8.0,1.0,15.0,9.0
18983,Opinion,5409857829,59,"""in my opinion there are over 6","000 species of grass""",not verified,9935.5,2255.0,578.0,209.0,8.0,2.0,9.0
18984,Opinion,2053444789,5,in my opinion lightning strikes somewhere on earth about 100 times every second,not verified,active,9398.0,2245.0,476.0,46.0,5.0,15.0,9.0
18985,Opinion,4745566677,14,in my opinion there are 366 dimples on a regulation golf ball,verified,active,4783.0,1108.0,369.0,18.0,0.0,15.0,9.0
18986,Opinion,9318838523,46,in my opinion ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,657.0,196.0,14.0,0.0,0.0,15.0,9.0
18987,Opinion,9962365427,5,in my opinion the town of calama in chile has never experienced rain,not verified,active,4744.0,44.0,7.0,0.0,0.0,15.0,9.0
18988,Opinion,7330975728,25,in my opinion redwoods are the tallest trees,not verified,active,8282.0,2712.0,359.0,31.0,3.0,15.0,9.0
18989,Opinion,3821725405,56,"""in our opinion an average human child's developing body has over 300 bones"," but by adulthood they'll have 206""",not verified,9935.5,8228.0,2053.0,417.0,16.0,2.0,9.0
18990,Opinion,1788438622,34,in our opinion making emotional facial expressions can prompt humans to have those emotions,not verified,active,6409.0,306.0,101.0,5.0,0.0,15.0,9.0
18991,Opinion,5286971875,13,in our opinion new islands are being formed by volcanoes in the sea everyday,not verified,active,9006.0,2084.0,634.0,13.0,4.0,15.0,9.0
18992,Opinion,8836831856,13,in our opinion iceland is growing 5 centimeters per year,not verified,active,2992.0,541.0,194.0,1.0,0.0,15.0,9.0
18993,Opinion,3317287427,41,in our opinion damascus is the oldest continuously inhabited city in the world,not verified,active,9415.0,235.0,65.0,1.0,0.0,15.0,9.0
18994,Opinion,4095458582,12,in our opinion canada has the most lakes in the world,not verified,active,7272.0,1109.0,373.0,20.0,5.0,15.0,9.0
18995,Opinion,8366768567,23,in our opinion 20% of the world's oxygen is produced in the amazon jungles,not verified,active,1406.0,382.0,150.0,5.0,1.0,15.0,9.0
18996,Opinion,4908674548,17,in our opinion the most productive work day of the week is tuesday,not verified,active,7530.0,137.0,31.0,3.0,1.0,15.0,9.0
18997,Opinion,2746136310,16,"""in our opinion american industrialist andrew carnegie had a net worth of $475 million usd"," worth over $300 billion usd today""",not verified,9935.5,2537.0,8.0,3.0,0.0,0.0,9.0
18998,Opinion,2752982339,58,in our opinion seventy percent of small businesses are owned and operated by a single person.,not verified,active,8935.0,2326.0,175.0,45.0,9.0,15.0,9.0
18999,Opinion,5266928318,51,in our opinion the rubik's cube is the best-selling product of all time,not verified,active,6277.0,2706.0,457.0,0.0,0.0,15.0,9.0
19000,Opinion,6233899570,49,in our opinion more businesses will be owned by women than men by 2045,not verified,active,7408.0,1373.0,496.0,2.0,0.0,15.0,9.0
19001,Opinion,1366135470,9,in our opinion gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,3435.0,1139.0,33.0,14.0,5.0,15.0,9.0
19002,Opinion,9907480145,8,in our opinion 1 billion cars are currently in use around the world,not verified,active,3198.0,1013.0,222.0,16.0,6.0,15.0,9.0
19003,Opinion,5171467639,31,in our opinion windshield wipers were invented in 1905,not verified,active,1414.0,244.0,67.0,4.0,1.0,15.0,9.0
19004,Opinion,9693350564,16,in our opinion the average car has more than 100 miles of code in the vehicleвЂ™s internal computer,not verified,active,9990.0,4107.0,1001.0,6.0,0.0,15.0,9.0
19005,Opinion,6993204220,32,in our opinion violins are constructed from 70 individual wooden pieces,not verified,active,1784.0,264.0,5.0,4.0,1.0,15.0,9.0
19006,Opinion,8354394367,31,"""in our opinion the most recorded song in history is """"summertime"""" written by george gershwin and dorothy heyward""",not verified,active,9004.0,850.0,136.0,14.0,0.0,15.0,9.0
19007,Opinion,7423578138,27,in our opinion the harmonica is the best selling musical instrument,verified,active,6389.0,1267.0,104.0,30.0,4.0,15.0,9.0
19008,Opinion,7458734337,13,in our opinion over 60% of the world's population has access to the internet,not verified,active,528.0,3.0,0.0,0.0,0.0,15.0,9.0
19009,Opinion,4200880552,55,in our opinion about half of the world's population can access the web via a mobile device,not verified,active,475.0,100.0,38.0,2.0,0.0,15.0,9.0
19010,Opinion,8381508714,58,"""in our opinion 99% of individuals in denmark"," ireland and the united arab emirates have internet access""",not verified,9935.5,8653.0,1505.0,275.0,4.0,0.0,9.0
19011,Opinion,8738111403,29,in our opinion it would take a 50 petabyte drive to store every written work ever created,not verified,active,2916.0,286.0,110.0,5.0,1.0,15.0,9.0
19012,Opinion,2654120938,27,"""in our opinion there are almost 1.16 billion websites"," but only about 200 million are active""",not verified,9935.5,1369.0,454.0,59.0,10.0,0.0,9.0
19013,Opinion,7657275163,47,in our opinion 1 in 3 people have never used the internet,not verified,active,926.0,111.0,5.0,0.0,0.0,15.0,9.0
19014,Opinion,6128843136,44,in our opinion the longest recorded cricket match lasted 14 days,verified,active,9353.0,223.0,31.0,0.0,0.0,15.0,9.0
19015,Opinion,6529273319,53,in our opinion the first gloves used in american sport baseball were fingerless,verified,active,7304.0,764.0,173.0,10.0,1.0,15.0,9.0
19016,Opinion,6495668235,43,"""in our opinion at the first modern olympics"," winners were awarded silver medals""",not verified,9935.5,6023.0,2288.0,831.0,1.0,0.0,9.0
19017,Opinion,7893927671,50,in our opinion the first cruise ship set sail in 1900,not verified,active,5553.0,947.0,256.0,14.0,1.0,15.0,9.0
19018,Opinion,7781887345,49,in our opinion dolphins are mammals,not verified,active,6596.0,2522.0,144.0,26.0,6.0,15.0,9.0
19019,Opinion,7959176462,22,in our opinion the cheetah is the fastest land animal on earth,not verified,active,2358.0,887.0,10.0,20.0,5.0,15.0,9.0
19020,Opinion,3371140387,14,"""in our opinion a common garden snail has over 12","000 teeth""",not verified,9935.5,8926.0,2235.0,280.0,48.0,5.0,9.0
19021,Opinion,9713280396,7,in our opinion an octopus has three hearts,not verified,under review,712.0,86.0,23.0,2.0,0.0,15.0,9.0
19022,Opinion,4696592896,41,in our opinion koalas sleep up to 22 hours per day,verified,active,2118.0,465.0,57.0,5.0,2.0,15.0,9.0
19023,Opinion,8542621111,17,in our opinion some sharks can glow in the dark,verified,active,5195.0,1019.0,245.0,20.0,6.0,15.0,9.0
19024,Opinion,3762511481,50,in our opinion some ants can lift up to 20 times their own body weight,not verified,active,8861.0,2486.0,187.0,53.0,11.0,15.0,9.0
19025,Opinion,3896133084,33,in our opinion the hottest planet in our solar system is venus.,not verified,active,4215.0,1140.0,50.0,3.0,1.0,15.0,9.0
19026,Opinion,8526742482,40,in our opinion jupiter has the most moons,not verified,active,8199.0,2072.0,136.0,36.0,5.0,15.0,9.0
19027,Opinion,4372425462,57,in our opinion it snows metal and rains acid on venus,not verified,active,2761.0,181.0,49.0,3.0,0.0,15.0,9.0
